system,noise,snr_db,PESQ,SIG,BAK,OVRL,CSIG,CBAK,COVL,n_files
AIDA2_betauFB,cafe,12.5,1.6354110357238025,3.4860631797359507,3.214323560027882,2.7776132356099783,2.9947123874909596,1.9283327104841304,2.2766893097957097,41
AIDA2_betauFB,cafe,17.5,2.0158747463691524,3.481636655602836,3.5176190482950904,2.9420882323652107,3.4823403916727154,2.2355597350378935,2.729164960196404,41
AIDA2_betauFB,living,2.5,1.2247673585301353,2.5326748004160997,2.074426388684373,1.8837284465451116,2.1165976576657224,1.4293757309304969,1.584536696242611,42
AIDA2_betauFB,living,7.5,1.4797512746992565,3.351687755639064,3.1118006878401028,2.6688176974228024,2.564504885607678,1.7343711561888466,1.972741627311143,42
AIDA2_betauFB,living,12.5,1.765843732016427,3.4807669380250426,3.39831252841231,2.8582683111765,3.028719669355513,1.9937326296078062,2.3619401649391247,42
AIDA2_betauFB,living,17.5,2.2951023906469343,3.449988075830911,3.5392024205105868,2.9126838003889146,3.5210584532387394,2.382661623447052,2.892084747303066,40
AIDA2_betauFB,office,2.5,1.9059476733207703,3.436201122680939,3.690722803453325,2.96663599571768,3.2615953834235483,1.9600397095253814,2.5537801902047144,40
AIDA2_betauFB,office,7.5,2.4580090307607882,3.373640100743135,3.9060418850916245,3.016133186560221,3.8939222396730564,2.3472116767113493,3.167358757932813,41
AIDA2_betauFB,office,12.5,2.9164755514689853,3.4239728782755723,3.9686751168359184,3.1013993023443667,4.327065125497914,2.6710425496982717,3.6308988224356784,42
AIDA2_betauFB,office,17.5,3.3445922223533073,3.4472843500555763,4.024024350985581,3.148455642024744,4.717238004025771,3.003761997538867,4.068597854556404,41
AIDA2_betauFB,psquare,2.5,1.3008968335826223,3.3637348005963994,2.9471628925906876,2.5882648828896206,2.6389839752554356,1.5466069054578857,1.9057412263264188,41
AIDA2_betauFB,psquare,7.5,1.5383571641785758,3.4699106550381527,3.283072226918275,2.8120296372144686,2.9889478276178743,1.802515111823516,2.2226863561026056,42
AIDA2_betauFB,psquare,12.5,1.9353056971619769,3.5073974833913737,3.585215872024149,2.983368182889065,3.5182051887168524,2.1191995454535695,2.706528806963858,41
AIDA2_betauFB,psquare,17.5,2.5214396913846335,3.481810629896109,3.6544714533609217,3.007340137934754,3.995746623471735,2.5246403303387215,3.2517107369259306,42
AIDA2_thetaWFB,bus,2.5,1.6711553193273998,3.109754032999586,3.7699612134335365,2.741077192146221,3.061413811566761,1.9108276813347496,2.310525793754128,42
AIDA2_thetaWFB,bus,7.5,2.0198261883200668,3.2594261089411836,3.9279774724397476,2.9337600632535783,3.524798477783043,2.19848319724285,2.744465210359731,41
