system,noise,snr_db,metric,n,mean,ci_low,ci_high,nu_mean
Unprocessed,office,7.5,CSIG,41,3.8320436477661133,3.719297409057617,3.940356969833374,23.00205421447754
Unprocessed,office,7.5,CBAK,41,2.5882885456085205,2.4864890575408936,2.690645933151245,17.666101455688477
Unprocessed,office,7.5,COVL,41,3.077944040298462,2.9476373195648193,3.2050952911376953,23.51201629638672
Unprocessed,office,12.5,PESQ,42,2.7855024337768555,2.624506711959839,2.9347267150878906,19.03361701965332
Unprocessed,office,12.5,CSIG,42,4.260192394256592,4.144568920135498,4.3792219161987305,23.74100685119629
Unprocessed,office,12.5,CBAK,42,3.0615391731262207,2.947096347808838,3.171144723892212,22.402734756469727
Unprocessed,office,12.5,COVL,42,3.5301742553710938,3.3910930156707764,3.6702117919921875,21.654558181762695
Unprocessed,office,17.5,PESQ,41,3.24969220161438,3.090043306350708,3.3854057788848877,11.485114097595215
Unprocessed,office,17.5,CSIG,41,4.691174030303955,4.584222316741943,4.794040679931641,19.04861068725586
Unprocessed,office,17.5,CBAK,41,3.572042942047119,3.460516929626465,3.682990550994873,18.965267181396484
Unprocessed,office,17.5,COVL,41,3.9961960315704346,3.8612985610961914,4.122723579406738,17.0187931060791
Unprocessed,psquare,2.5,PESQ,41,1.2279627323150635,1.1822267770767212,1.275378942489624,13.506814956665039
Unprocessed,psquare,2.5,CSIG,41,2.6245861053466797,2.528249502182007,2.7213802337646484,20.78008460998535
Unprocessed,psquare,2.5,CBAK,41,1.689683198928833,1.6289936304092407,1.749255657196045,23.889970779418945
Unprocessed,psquare,2.5,COVL,41,1.8658547401428223,1.7936716079711914,1.9375542402267456,19.66025161743164
Unprocessed,psquare,7.5,PESQ,42,1.4519652128219604,1.3634700775146484,1.545155644416809,26.43981170654297
Unprocessed,psquare,7.5,CSIG,42,2.9774229526519775,2.893903970718384,3.061995506286621,22.76793098449707
Unprocessed,psquare,7.5,CBAK,42,2.0599753856658936,1.9846371412277222,2.134726047515869,23.631610870361328
Unprocessed,psquare,7.5,COVL,42,2.175468921661377,2.094538927078247,2.260024070739746,24.503358840942383
Unprocessed,psquare,12.5,PESQ,41,1.8281033039093018,1.6693848371505737,1.9850287437438965,25.359437942504883
Unprocessed,psquare,12.5,CSIG,41,3.4824957847595215,3.3536622524261475,3.60689640045166,18.575590133666992
Unprocessed,psquare,12.5,CBAK,41,2.504521608352661,2.3854260444641113,2.6244702339172363,23.583984375
Unprocessed,psquare,12.5,COVL,41,2.6353323459625244,2.491532564163208,2.782811403274536,23.247493743896484
Unprocessed,psquare,17.5,PESQ,42,2.400634288787842,2.262946844100952,2.534322500228882,24.588817596435547
Unprocessed,psquare,17.5,CSIG,42,3.9583687782287598,3.8339169025421143,4.084731578826904,23.770652770996094
Unprocessed,psquare,17.5,CBAK,42,3.0391509532928467,2.93918514251709,3.1383328437805176,25.08086395263672
Unprocessed,psquare,17.5,COVL,42,3.1706197261810303,3.0414023399353027,3.304699420928955,24.7401065826416
